City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
145,tianpeng,30.9866,103.9393,6.230000000000019,79,35,0.89,CN,1704157149
146,lihue,21.9789,-159.3672,25.77000000000004,69,20,7.72,US,1704157150
147,raholt,60.2667,11.1833,-6.569999999999992,89,75,4.12,NO,1704157151
148,keflavik,64.0049,-22.5624,4.9500000000000455,81,75,8.23,IS,1704157152
149,alice springs,-23.7,133.8833,35.75,11,3,4.12,AU,1704157153
150,badger,64.8,-147.5333,-24.99999999999997,79,0,0.0,US,1704157154
151,mount pearl,47.5166,-52.7813,-2.799999999999954,82,75,4.12,CA,1704157154
152,broken hill,-31.95,141.4333,35.60000000000002,24,100,10.23,AU,1704157155
153,luuq,3.7938,42.5445,26.120000000000005,56,97,2.76,SO,1704157156
154,sinnar,13.5691,33.5672,21.79000000000002,33,67,4.97,SD,1704157157
155,morales,2.757,-76.6172,16.74000000000001,98,100,0.39,CO,1704157158
156,tazacorte,28.629,-17.9293,19.53000000000003,84,20,2.57,ES,1704157159
157,chagoda,59.164,35.3285,-29.839999999999975,100,8,1.35,RU,1704157160
158,sohar,24.3643,56.7468,22.340000000000032,60,0,3.27,OM,1704157161
159,buckeye,33.3703,-112.5838,15.550000000000011,45,100,1.1,US,1704157106
160,itupiranga,-5.1347,-49.3267,28.18000000000001,92,87,1.12,BR,1704157163
161,bahia de kino,28.8333,-111.9333,18.29000000000002,62,0,4.55,MX,1704157164
162,rabaul,-4.1967,152.1721,29.350000000000023,71,11,1.64,PG,1704157165
163,iqaluit,63.7506,-68.5145,-23.149999999999977,64,75,4.12,CA,1704157165
164,nainpur,22.4333,80.1167,14.939999999999998,66,0,1.16,IN,1704157166
165,bryne,58.7354,5.6477,2.2100000000000364,63,0,8.23,NO,1704157167
166,marsabit,2.3284,37.9899,20.710000000000036,58,33,2.56,KE,1704157168
167,mahina,-17.5065,-149.489,30.870000000000005,70,40,3.09,PF,1704157169
168,lianzhou,24.7811,112.3825,17.780000000000026,75,45,0.54,CN,1704157170
169,bull savanna,17.8868,-77.5902,23.360000000000017,86,20,2.45,JM,1704157171
170,novokuznetsk,53.7557,87.1099,-3.3399999999999745,90,100,2.69,RU,1704157172
171,beatrice,40.2681,-96.747,-1.949999999999989,93,100,4.12,US,1704157173
172,iguape,-24.7081,-47.5553,23.52000000000004,84,9,5.7,BR,1704157102
173,mochudi,-24.4167,26.15,23.33000000000004,59,48,5.61,BW,1704157174
174,sena madureira,-9.0656,-68.6569,23.060000000000006,97,92,1.08,BR,1704157175
175,tado,5.266,-76.5649,27.90000000000003,98,100,1.05,CO,1704157176
176,malanje,-9.5402,16.341,17.55000000000001,96,100,0.33,AO,1704157177
177,waging am see,47.9333,12.7333,4.560000000000003,85,100,2.13,DE,1704157178
178,kilindoni,-7.9139,39.6668,28.550000000000004,78,51,6.43,TZ,1704157179
179,panghyon-dong,39.8872,125.2414,-2.129999999999996,92,100,0.84,KP,1704157180
180,port shepstone,-30.7414,30.455,21.129999999999995,79,100,3.55,ZA,1704157180
